"","Obs","HHMMSS","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","filename","date","site","species","sppcode","FCnt","DCnt","Fo","Fm","Fo.","Fm.","Fs","Fv.Fm","Fv..Fm.","PhiPS2","Adark","RedAbs","BlueAbs","X.Blue","LeafAbs","PhiCO2","qP","qN","NPQ","ParIn.Fs","PS2.1","ETR","EBal?","Fo'","Fm'","Fv/Fm","Fv'/Fm'","%Blue","ParIn@Fs","PS2/1","fda","Trans","Tair_K","Twall_K","R(W/m2)","Tl-Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci/Ca","RHsfc","C2sfc","AHs/Cs","Fv","PARabs","Fv'","qP_Fo","qN_Fo"
"1431...6387",99,"13:22:10",5912.00009152293,NA,35.6673679993268,0.0619789377586285,512.08220005679,1.77145936004047,2.82504078940129,30.1460552215576,2,4.644859790802,1,9.289719581604,27.6412181854248,30.1460552215576,27.6186351776123,1499.33215332031,1484.00512695312,13.8584241867065,14.5570821762085,37.6910057067871,39.5911598205566,499.721496582031,1498.19482421875,281.897064208984,101.069847106934,-13.4818935394287,0.0333772115409374,0.75,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0279713786115947,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49860748291016,0.00177145936004047,303.296055221558,300.791218185425,239.711166517038,0.525769167325366,4.29632285927376,42.5084531366528,27.9513709604444,28.8936367034912,3.99708602984302,0.0615681686648928,1.47128206987246,2.52580395997056,0.0385168008211464,51.756069665922,0.345067675816032,32.7624681160556,1478.82187611588,0.00790190506195891,0,1310.88883778247,0,NA,NA
"1441...6388",100,"13:22:13",5915.50009128172,NA,35.1139427614764,0.061274305360411,516.181405904644,1.74935150606411,2.82172256919481,30.1288928985596,2,4.644859790802,1,9.289719581604,27.6208324432373,30.1288928985596,27.6269950866699,1499.29772949219,1484.20422363281,13.8581047058105,14.5480937957764,37.7350234985352,39.6138343811035,499.689575195312,1498.46838378906,280.082305908203,101.069694519043,-13.4818935394287,0.0333772115409374,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.027544173677515,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49844787597656,0.00174935150606411,303.27889289856,300.770832443237,239.754936047309,0.529705398896194,4.29209396496831,42.4666759446831,27.9185821489067,28.8748626708984,3.99274235693172,0.0608727929069985,1.4703713957735,2.52237096115822,0.0380813663616536,52.1702970111925,0.347783275162237,32.7719648410498,1479.10139762051,0.00778008119971356,0,1311.12819663046,0,NA,NA
"1451...6389",101,"13:22:14",5916.00009124726,NA,34.9171109658786,0.0611719222880723,519.82889366844,1.74587256481669,2.82081072420976,30.124813079834,2,4.644859790802,1,9.289719581604,27.6181793212891,30.124813079834,27.6295948028564,1499.29223632812,1484.27941894531,13.8585443496704,14.5471668243408,37.7420959472656,39.6174774169922,499.686004638672,1498.39294433594,279.975616455078,101.069747924805,-13.4818935394287,0.0333772115409374,0.75,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0273954288937602,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49843002319336,0.00174587256481669,303.274813079834,300.768179321289,239.742865735079,0.530341616817087,4.29108920816596,42.4567122830712,27.9095454587304,28.8714962005615,3.99196390552855,0.0607717461043512,1.47027848395621,2.52168542157235,0.0380180930642442,52.5389752470994,0.35022306921012,32.7775941505773,1479.20519690988,0.00773725575424657,0,1311.06218870183,0,NA,NA
"292...6390",1,"13:31:20",2203.00003666431,NA,0.0406892277984795,0.00674927377469275,371.672024424045,0.204177988408737,2.96592730690459,30.3456230163574,2,4.644859790802,1,9.289719581604,26.7599906921387,30.3456230163574,26.1907691955566,400.060394287109,400.011413574219,13.6037950515747,13.6844072341919,38.8694496154785,39.099781036377,499.636474609375,1500.26171875,65.1322174072266,100.832824707031,1.14175474643707,0.07953080534935,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190718_clvi_cana_.xlsx",2019-07-18,"F10","Clematis vitalba","clvit",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.875003749370575,0.0007927643598738,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,10.0074987411499,0,0.5,2.49818237304687,0.000204177988408737,303.495623016357,299.909990692139,240.041869634646,0.752031032307853,4.34576474276949,43.0987107164365,29.4143034822446,28.552806854248,3.91886788400233,0.00674437377479016,1.3798374358649,2.53903044813743,0.00421567356991383,37.4767400872571,0.929153548652642,29.8080032179071,400.005500537012,3.03211988715892e-05,0,1312.73462894339,0,NA,NA
"301...6391",2,"13:31:20",2203.50003662985,NA,-0.626013817069777,0.00646669374182378,532.656825555336,0.195698033681503,2.96686064008389,30.3483352661133,2,4.644859790802,1,9.289719581604,26.7508869171143,30.3483352661133,26.1881160736084,400.055603027344,400.274841308594,13.6046285629272,13.6818952560425,38.8925285339355,39.1134185791016,499.621520996094,1500.34655761719,65.0455017089844,100.832481384277,1.14175474643707,0.07953080534935,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190718_clvi_cana_.xlsx",2019-07-18,"F10","Clematis vitalba","clvit",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.875003749370575,0.000284874815667076,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,10.0074987411499,0,0.5,2.49810760498047,0.000195698033681503,303.498335266113,299.900886917114,240.055443853093,0.753023101637409,4.34644008879043,43.1055551655616,29.4236599095191,28.5496110916138,3.91814084181322,0.00646219532422415,1.37957944870654,2.53856139310668,0.00403927599159474,53.7091094470167,1.33072771652086,29.7945341231214,400.365814846129,-0.000465868696641829,0,1312.80886327027,0,NA,NA
"312...6392",3,"13:31:25",2208.50003628526,NA,0.706929301696282,0.00463823784816071,142.638805988931,0.140210998829534,2.96312148767387,30.3264865875244,2,4.644859790802,1,9.289719581604,26.680305480957,30.3264865875244,26.2546768188477,400.031677246094,399.726287841797,13.6097869873047,13.6651411056519,39.068977355957,39.2278785705566,499.673736572266,1500.23291015625,64.7968292236328,100.831809997559,1.14175474643707,0.07953080534935,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190718_clvi_cana_.xlsx",2019-07-18,"F10","Clematis vitalba","clvit",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.875003749370575,0.00130031008689286,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,10.0074987411499,0,0.5,2.49836868286133,0.000140210998829534,303.476486587524,299.830305480957,240.037260259749,0.760494807083001,4.34100239922878,43.0519138685886,29.3867727629368,28.5033960342407,3.90763997112715,0.00463592319116622,1.37788091155492,2.52975905957223,0.00289765986307636,14.3825289837545,0.356841194405969,29.7839159899372,399.623555509684,0.000526873920274622,0,1312.70942131585,0,NA,NA
"323...6393",4,"13:31:28",2211.00003611296,NA,1.53301801269412,0.00419164832100066,-191.01996408192,0.126446646116354,2.95688875182749,30.2995548248291,2,4.644859790802,1,9.289719581604,26.6594314575195,30.2995548248291,26.2977561950684,400.041381835938,399.407562255859,13.610728263855,13.6606483459473,39.1194801330566,39.2629585266113,499.675872802734,1500.06384277344,65.4137268066406,100.831161499023,1.14175474643707,0.07953080534935,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190718_clvi_cana_.xlsx",2019-07-18,"F10","Clematis vitalba","clvit",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.875003749370575,0.00192982807915545,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,10.0074987411499,0,0.5,2.49837936401367,0.000126446646116354,303.449554824829,299.80943145752,240.010209479104,0.763143634805299,4.33430779137906,42.9857965230426,29.3251481770953,28.4794931411743,3.90221845249246,0.00418975784505224,1.37741903955158,2.52479941294089,0.00261876843501063,-19.2607648478817,-0.478258255810272,29.8225638474892,399.184781116024,0.00114529735916042,0,1312.56148672199,0,NA,NA
"332...6394",5,"13:31:31",2214.00003590621,NA,1.46162764199355,0.00458170438740834,-117.966224382454,0.138468553460883,2.96235457125282,30.3247585296631,2,4.644859790802,1,9.289719581604,26.6422443389893,30.3247585296631,26.3353462219238,400.088043212891,399.480895996094,13.6139736175537,13.6686372756958,39.1682434082031,39.325511932373,499.695343017578,1500.22607421875,65.7203216552734,100.830680847168,1.14175474643707,0.07953080534935,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190718_clvi_cana_.xlsx",2019-07-18,"F10","Clematis vitalba","clvit",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.875003749370575,0.00187523515767155,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,10.0074987411499,0,0.5,2.49847671508789,0.000138468553460883,303.474758529663,299.792244338989,240.036166509773,0.759118023905941,4.34057257401421,43.0481331430593,29.3794958673635,28.4835014343262,3.90312713270354,0.00457944579749958,1.37821800276139,2.52490912994216,0.00286235645796655,-11.8946147214526,-0.295298787914023,29.7947212521822,399.268489442876,0.00109071437689582,0,1312.7034398449,0,NA,NA
"402...6395",6,"13:34:20",2383.5000375947,NA,0.873361025196516,0.00922296816078565,232.565605394507,0.285569432752508,3.03472793372427,30.6922512054443,2,4.644859790802,1,9.289719581604,30.4663944244385,30.6922512054443,31.0874195098877,400.279602050781,399.884307861328,13.7530860900879,13.8658075332642,31.6898765563965,31.9496116638184,499.656097412109,1202.2099609375,70.6666107177734,100.830131530762,0.504927635192871,0.058887667953968,0.75,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190718_clvi_cana_.xlsx",2019-07-18,"F10","Clematis vitalba","clvit",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.87499028635025,0.00178089340993836,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.98057270050049,0,0.5,2.49828048706055,0.000285569432752508,303.842251205444,303.616394424438,192.353589450562,0.705778938058268,4.43281913108353,43.9632386052292,30.0974310719651,30.5793228149414,4.40429222976113,0.00921382054628651,1.39809119735925,3.00620103240188,0.00575945899935501,23.4496205814593,0.581582224714744,29.5710308597,399.757389349563,0.000646046490091569,0,1051.92203797383,0,NA,NA
"413...6396",7,"13:34:22",2385.50003745686,NA,0.578266395873103,0.0100170776031196,290.303306460103,0.307622139733706,3.01052157637332,30.5993061065674,2,4.644859790802,1,9.289719581604,30.378698348999,30.5993061065674,30.8610286712646,400.002197265625,399.721527099609,13.7515230178833,13.8729419708252,31.8457069396973,32.1268882751465,499.682312011719,1199.23278808594,71.4508056640625,100.829872131348,0.504927635192871,0.058887667953968,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190718_clvi_cana_.xlsx",2019-07-18,"F10","Clematis vitalba","clvit",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.875005856513977,0.0015040624048839,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,10.0117130279541,0,0.5,2.49841156005859,0.000307622139733706,303.749306106567,303.528698348999,191.877241804959,0.700295805024079,4.40932854137723,43.7303791839917,29.8574372131665,30.4890022277832,4.38159154652468,0.0100062878520348,1.39880696500391,2.98278458152077,0.0062548984050149,29.2712452696796,0.726263878171765,29.7747478488779,399.637492309585,0.000430833854629012,0,1049.33571289878,0,NA,NA
"421...6397",8,"13:34:24",2387.50003731903,NA,-0.494127844971099,0.00948016980416258,462.485812877687,0.288343488984076,2.98196609569075,30.4830093383789,2,4.644859790802,1,9.289719581604,30.290901184082,30.4830093383789,30.8042430877686,399.870910644531,400.022521972656,13.7522773742676,13.8660888671875,32.008228302002,32.2731246948242,499.677642822266,1197.79479980469,71.9513931274414,100.830368041992,0.504927635192871,0.058887667953968,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190718_clvi_cana_.xlsx",2019-07-18,"F10","Clematis vitalba","clvit",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.875005856513977,0.000482666760856933,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,10.0117130279541,0,0.5,2.49838821411133,0.000288343488984076,303.633009338379,303.440901184082,191.647163685102,0.704187054602949,4.38008893947223,43.4401760553734,29.5740871881859,30.3869552612305,4.35606633466085,0.00947050514248004,1.39812284378149,2.95794349087936,0.00591993326542808,46.6326147266571,1.1561494352793,29.9831680798838,400.094329585884,-0.00037030062995529,0,1048.07746473109,0,NA,NA
"432...6398",9,"13:34:26",2390.00003714673,NA,0.0843563115717614,0.00915608193117383,366.494266912233,0.277951542884388,2.97627171686497,30.4592475891113,2,4.644859790802,1,9.289719581604,30.201997756958,30.4592475891113,30.8994846343994,399.953460693359,399.875213623047,13.7536344528198,13.863338470459,32.1753959655762,32.4320373535156,499.704956054688,1202.337890625,72.1040420532227,100.831687927246,0.504927635192871,0.058887667953968,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190718_clvi_cana_.xlsx",2019-07-18,"F10","Clematis vitalba","clvit",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.87499028635025,0.00103072366209243,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.98057270050049,0,0.5,2.49852478027344,0.000277951542884388,303.609247589111,303.351997756958,192.374058200105,0.705797311573259,4.37413553514808,43.3805644343094,29.5172259638504,30.3306226730347,4.34203133128172,0.00914706645023143,1.39786381828311,2.94416751299861,0.00571772583301472,36.9542355484192,0.916521590802372,30.0215658369955,399.862954800849,6.33344132336304e-05,0,1052.03397520772,0,NA,NA
"443...6399",10,"13:34:28",2392.0000370089,NA,1.19253946378756,0.00913635564108705,176.509047836693,0.27751118959633,2.97794860627751,30.4670467376709,2,4.644859790802,1,9.289719581604,30.1531829833984,30.4670467376709,31.0291767120361,400.058929443359,399.537261962891,13.7564764022827,13.8660049438477,32.2724571228027,32.529411315918,499.711242675781,1197.60681152344,73.0896759033203,100.832229614258,0.504927635192871,0.058887667953968,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190718_clvi_cana_.xlsx",2019-07-18,"F10","Clematis vitalba","clvit",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.875005856513977,0.0020922915532394,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,10.0117130279541,0,0.5,2.49855621337891,0.00027751118959633,303.617046737671,303.303182983398,191.617085560774,0.70013824612769,4.37608880060799,43.3997028266565,29.5336978828089,30.3101148605347,4.33693169694385,0.00912737894600071,1.39814019433048,2.93879150261337,0.00570541766260602,17.7978008404634,0.441783694891234,30.0124570843553,399.363959823685,0.00089620103662147,0,1047.91297388404,0,NA,NA
"473...6400",11,"13:37:31",2575.00003838725,NA,1.54274265888123,0.00906845437511376,115.067606528809,0.263528764098125,2.85053465433619,29.9995212554932,2,4.644859790802,1,9.289719581604,30.6169147491455,29.9995212554932,31.8565902709961,400.121520996094,399.4619140625,13.87779712677,13.9817981719971,31.7033100128174,31.9408988952637,499.695281982422,798.004943847656,65.0685424804688,100.830947875977,0.875975608825684,0.0548260658979416,0.75,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190718_clvi_cana_.xlsx",2019-07-18,"F10","Clematis vitalba","clvit",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.87487589597702,0.00364208750462508,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.75179195404053,0,0.5,2.49847640991211,0.000263528764098125,303.149521255493,303.766914749145,127.680788161737,0.492495629059907,4.26033261702925,42.2522321447332,28.2704339727361,30.3082180023193,4.33646027301833,0.00905961054896832,1.40979796269306,2.92666231032526,0.0056630504920256,11.6023758361197,0.288056514220791,31.2227042724868,399.23771971829,0.00120651420013088,0,698.15529024281,0,NA,NA
"482...6401",12,"13:37:33",2577.00003824942,NA,2.11110842474788,0.00654027565229363,-123.721368112532,0.19031155826306,2.85356563603312,30.0006008148193,2,4.644859790802,1,9.289719581604,30.6170482635498,30.0006008148193,31.8615894317627,400.345733642578,399.470275878906,13.8792524337769,13.95436668396,31.7063770294189,31.8779716491699,499.654541015625,797.909484863281,65.1887664794922,100.83088684082,0.875975608825684,0.0548260658979416,0.75,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190718_clvi_cana_.xlsx",2019-07-18,"F10","Clematis vitalba","clvit",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.87487589597702,0.00445671710851812,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.75179195404053,0,0.5,2.49827270507812,0.00019031155826306,303.150600814819,303.76704826355,127.665514724578,0.50526604154444,4.2605968040788,42.2548778213655,28.3005111374056,30.3088245391846,4.33661101005066,0.00653567431731969,1.40703116804568,2.92957984200498,0.00408520960045385,-12.4749352679462,-0.309713577162462,31.1359973399708,399.163485523355,0.0016467304420683,0,698.071775478326,0,NA,NA
"491...6402",13,"13:37:35",2579.00003811158,NA,1.17555450721587,0.00634146108522085,91.467457861361,0.184531246748253,2.85354094165185,30.0015087127686,2,4.644859790802,1,9.289719581604,30.6172409057617,30.0015087127686,31.8631439208984,400.182800292969,399.682708740234,13.8841323852539,13.9569683074951,31.7168273925781,31.8832130432129,499.631896972656,797.971435546875,65.1843338012695,100.829780578613,0.875975608825684,0.0548260658979416,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190718_clvi_cana_.xlsx",2019-07-18,"F10","Clematis vitalba","clvit",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874853250026703,0.00311635851037038,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.70650005340576,0,0.5,2.49815948486328,0.000184531246748253,303.151508712769,303.767240905762,127.675426833732,0.506287758003707,4.26081899363924,42.2575450346958,28.3005767272007,30.3093748092651,4.33674776756608,0.00633713515313943,1.40727805198739,2.92946971557869,0.00396109790163325,9.22264370624459,0.228850175054254,31.1385249517154,399.511874887737,0.000916243938063889,0,698.107903816657,0,NA,NA
"502...6403",14,"13:37:37",2581.00003797375,NA,0.307589760682712,0.00837585787855026,324.249281315106,0.243333426441494,2.84951872315707,29.994836807251,2,4.644859790802,1,9.289719581604,30.6193218231201,29.994836807251,31.8616352081299,400.057250976562,399.895172119141,13.8845567703247,13.9806003570557,31.7141761779785,31.9335517883301,499.630401611328,802.366394042969,65.5073623657227,100.830268859863,0.875975608825684,0.0548260658979416,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190718_clvi_cana_.xlsx",2019-07-18,"F10","Clematis vitalba","clvit",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874853250026703,0.00186278859792915,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.70650005340576,0,0.5,2.49815200805664,0.000243333426441494,303.144836807251,303.76932182312,128.378620177389,0.499171715411809,4.2591864159813,42.241149053176,28.2605486961203,30.3070793151855,4.33617729790173,0.00836831278550854,1.40966769282422,2.9265096050775,0.00523087284746455,32.6941422126196,0.810835698757831,31.2240261685694,399.850472580767,0.000240194557599305,0,701.952847540697,0,NA,NA
"514...6404",15,"13:37:40",2583.50003780145,NA,1.16203219622772,0.00791817543256168,151.872310610504,0.229917219450392,2.8479365839508,29.98681640625,2,4.644859790802,1,9.289719581604,30.6206302642822,29.98681640625,31.8653144836426,400.174957275391,399.673126220703,13.8860721588135,13.9768009185791,31.7153396606445,31.9225616455078,499.739471435547,797.826477050781,65.4283828735352,100.830513000488,0.875975608825684,0.0548260658979416,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190718_clvi_cana_.xlsx",2019-07-18,"F10","Clematis vitalba","clvit",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.87487589597702,0.00309747108432914,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.75179195404053,0,0.5,2.49869735717773,0.000229917219450392,303.13681640625,303.770630264282,127.652233474875,0.499083284808224,4.25722459067682,42.2215901118762,28.2447891932971,30.3037233352661,4.33534339698873,0.00791143205281091,1.40928800672603,2.92605539026271,0.00494525044168447,15.3133629894267,0.379991299506685,31.2279779593674,399.504257456568,0.000908323631965786,0,697.999153943992,0,NA,NA
"543...6405",16,"13:40:21",2744.50003600959,NA,1.32538108900394,0.00957275794606204,165.129481971921,0.265563086071495,2.72260698796376,29.5298805236816,2,4.644859790802,1,9.289719581604,31.620325088501,29.5298805236816,33.6527328491211,399.962890625,399.389984130859,14.0199193954468,14.1247043609619,30.2471351623535,30.4732036590576,499.713073730469,499.302703857422,56.4488410949707,100.826286315918,0.878601670265198,0.0603477917611599,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190718_clvi_cana_.xlsx",2019-07-18,"F10","Clematis vitalba","clvit",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.875258867740631,0.00532100539001155,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,10.5177354812622,0,0.5,2.49856536865234,0.000265563086071495,302.679880523682,304.770325088501,79.8884308315419,0.372630554653101,4.1467484739898,41.1276525746156,27.0029482136537,30.5751028060913,4.40322931843078,0.00956290368066766,1.42414148602604,2.97908783240474,0.00597769936408954,16.6493924285001,0.413454239047257,32.5477086687655,399.197377189989,0.00108062126719487,0,437.019119238083,0,NA,NA
