"","Obs","HHMMSS","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","filename","date","site","species","sppcode","FCnt","DCnt","Fo","Fm","Fo.","Fm.","Fs","Fv.Fm","Fv..Fm.","PhiPS2","Adark","RedAbs","BlueAbs","X.Blue","LeafAbs","PhiCO2","qP","qN","NPQ","ParIn.Fs","PS2.1","ETR","EBal?","Fo'","Fm'","Fv/Fm","Fv'/Fm'","%Blue","ParIn@Fs","PS2/1","fda","Trans","Tair_K","Twall_K","R(W/m2)","Tl-Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci/Ca","RHsfc","C2sfc","AHs/Cs","Fv","PARabs","Fv'","qP_Fo","qN_Fo"
"110...6364",76,"13:02:54",4756.50009066146,NA,17.4331498525698,0.197260677895346,234.148369137087,5.27090627978685,2.67793371125222,30.1424026489258,2,4.644859790802,1,9.289719581604,31.7136135101318,30.1424026489258,32.9965782165527,399.548645019531,391.743835449219,13.9239263534546,16.0000476837158,29.9604225158691,34.4276542663574,499.640502929688,1501.03796386719,799.711120605469,101.092750549316,0.792840838432312,0.0102775963023305,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.014034931721776,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49820251464844,0.00527090627978685,303.292402648926,304.863613510132,240.16606885062,0.10669501804198,4.29542254051927,42.4899166080541,26.4898689243383,30.9280080795288,4.49289305855408,0.193159080339605,1.61748882926705,2.87540422928703,0.121086347690908,23.6707026727048,0.597707858934361,37.1132871615,389.2104164268,0.0166234373310913,0,1313.37652494381,0,NA,NA
"1131...6365",77,"13:05:34",4916.00009193644,NA,21.794683503702,0.168535430294989,263.135442063985,4.61332986878555,2.73488023258336,30.272819519043,2,4.644859790802,1,9.289719581604,31.1032276153564,30.272819519043,32.0997543334961,499.634338378906,490.007446289062,13.9387979507446,15.7559595108032,31.0509376525879,35.0989608764648,499.751098632812,1500.92956542969,563.468505859375,101.091316223145,-0.0343594774603844,-0.000352200673660263,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0173570406677767,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49875549316406,0.00461332986878555,303.422819519043,304.253227615356,240.148725101008,0.186368543171185,4.32767091788903,42.8095219211146,27.0535624103113,30.6880235671997,4.431748292051,0.16553231912607,1.59279068530567,2.83895760674533,0.103723383038074,26.6007081832072,0.537002945683314,36.0584857079575,486.840200768728,0.0161425305960103,0,1313.28167859976,0,NA,NA
"1141...6366",78,"13:05:39",4921.50009155739,NA,21.2076018717247,0.166848212850343,266.562525164204,4.57775989984817,2.74066646760615,30.2917671203613,2,4.644859790802,1,9.289719581604,31.0998382568359,30.2917671203613,32.085765838623,499.307006835938,489.921234130859,13.9420547485352,15.7454099655151,31.0638580322266,35.081859588623,499.699798583984,1500.82995605469,568.055847167969,101.090232849121,-0.0343594774603844,-0.000352200673660263,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0169111289235732,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49849899291992,0.00457775989984817,303.441767120361,304.249838256836,240.132787601364,0.191484612411591,4.33237362732495,42.8565006254471,27.1110906599319,30.6958026885986,4.43371887771845,0.163904404194133,1.5917071597188,2.84201171799965,0.102700729633259,26.9468677376991,0.544092614473216,35.9801363649837,486.839304447694,0.0156735990777203,0,1313.19452249982,0,NA,NA
"1151...6367",79,"13:05:47",4929.50009100605,NA,22.3136620804498,0.167321821679153,256.110944250715,4.61115324297765,2.75277371861903,30.3444843292236,2,4.644859790802,1,9.289719581604,31.0446395874023,30.3444843292236,31.7541122436523,499.298797607422,489.465179443359,13.9389762878418,15.7553663253784,31.1547298431396,35.2145042419434,499.727783203125,1500.91015625,553.877075195312,101.08984375,-0.0343594774603844,-0.000352200673660263,0.25,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0177524471280328,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49863891601562,0.00461115324297765,303.494484329224,304.194639587402,240.145619632327,0.180457070814344,4.34548123867554,42.9863285714649,27.2309622460864,30.694561958313,4.43340452817416,0.164361425206709,1.59270752005652,2.84069700811764,0.102987824244712,25.8902153369698,0.523246504566424,35.8898759464768,486.222514953437,0.0164705364179946,0,1313.26469597735,0,NA,NA
"1161...6368",80,"13:05:48",4930.00009097159,NA,22.1467111495136,0.167319605036237,257.782215576461,4.60827572095204,2.75111711560341,30.3372688293457,2,4.644859790802,1,9.289719581604,31.0377426147461,30.3372688293457,31.742115020752,499.314117431641,489.547210693359,13.9386405944824,15.7539958953857,31.1662082672119,35.2252655029297,499.701293945312,1501.02783203125,553.534851074219,101.089782714844,-0.0343594774603844,-0.000352200673660263,0.25,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0176239387172177,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49850646972656,0.00460827572095204,303.487268829346,304.187742614746,240.164447756906,0.181051758305115,4.34368513755849,42.9685871401193,27.2145912447336,30.6875057220459,4.43161714002987,0.164359286306774,1.59256802195509,2.83904911807479,0.102986480606318,26.0591481603755,0.526572738942496,35.9025796666216,486.328807835317,0.0163495159774355,0,1313.36765980129,0,NA,NA
"117...6369",81,"13:05:51",4933.50009073038,NA,21.5136755438891,0.166208917892769,262.749774666863,4.56365880614225,2.74255104674981,30.2957210540771,2,4.644859790802,1,9.289719581604,30.9928169250488,30.2957210540771,31.7306156158447,499.311614990234,489.806396484375,13.9386558532715,15.7364568710327,31.2463550567627,35.2764930725098,499.704132080078,1500.89440917969,531.269226074219,101.090385437012,-0.0343594774603844,-0.000352200673660263,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.017143468351527,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49852066040039,0.00456365880614225,303.445721054077,304.142816925049,240.143100101133,0.188638812056797,4.33335553725542,42.8661491250866,27.1296922540539,30.644268989563,4.42067871143992,0.163287427487194,1.59080449050561,2.82987422093431,0.102313159408121,26.5614759945612,0.53643598073192,35.9462773160502,486.679987583749,0.0158900420587992,0,1313.25091762331,0,NA,NA
"1201...6370",82,"13:08:35",5097.00009214319,NA,25.957372308365,0.145703624467293,280.42106179418,4.01038390784511,2.74365140067332,30.2229824066162,2,4.644859790802,1,9.289719581604,30.2999629974365,30.2229824066162,31.0467281341553,600.021423339844,588.686340332031,13.9676551818848,15.5479536056519,32.5748252868652,36.2603378295898,499.656341552734,1501.11560058594,453.891326904297,101.085418701172,-0.849422931671143,0.0198363214731216,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0205241814351932,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49828170776367,0.00401038390784511,303.372982406616,303.449962997437,240.178490725342,0.256191724952236,4.31532280084703,42.6898642385205,27.1419106328687,30.2614727020264,4.32485681893042,0.143453641003992,1.57167140017371,2.75318541875671,0.0898579937694858,28.3464804440919,0.476350549659462,35.5250787989795,584.914164831095,0.0157653507491206,0,1313.44445543347,0,NA,NA
"1211...6371",83,"13:08:39",5101.50009183306,NA,22.9142806329402,0.147302331604495,316.821448808532,4.04031062390948,2.73467417839395,30.1917457580566,2,4.644859790802,1,9.289719581604,30.2958126068115,30.1917457580566,31.0473690032959,599.372192382812,589.247741699219,13.9683904647827,15.5603799819946,32.5842361450195,36.2978897094727,499.681915283203,1501.13464355469,459.305969238281,101.085243225098,-0.849422931671143,0.0198363214731216,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0182070716155712,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49840957641602,0.00404031062390948,303.341745758057,303.445812606812,240.181537600274,0.252244062349077,4.30759897354882,42.6135292958302,27.0531493138355,30.2437791824341,4.32047187007137,0.145003091749415,1.57292479515487,2.7475470749165,0.0908307375862283,32.0259732117383,0.537671044601565,35.6338356440383,585.917794160681,0.013935806662865,0,1313.46111762904,0,NA,NA
"1221...6372",84,"13:08:45",5107.00009145401,NA,24.8265752592639,0.14536122701415,291.731965388752,4.01323874426328,2.75182045037037,30.2575206756592,2,4.644859790802,1,9.289719581604,30.2903499603271,30.2575206756592,31.0273704528809,599.242919921875,588.359924316406,13.9704332351685,15.5519075393677,32.5989608764648,36.2892112731934,499.638244628906,1501.13928222656,413.733703613281,101.084487915039,-0.849422931671143,0.0198363214731216,0.75,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.019662931095486,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49819122314453,0.00401323874426328,303.407520675659,303.440349960327,240.182279787758,0.253581759395429,4.32387706008939,42.7748821730549,27.2229746336873,30.2739353179932,4.32794773086025,0.143121724592533,1.57205660971902,2.75589112114124,0.0896496230177949,29.4895763297699,0.495839287027756,35.455744730089,584.75207842767,0.0150532977545232,0,1313.46517636899,0,NA,NA
"1231...6373",85,"13:08:49",5111.00009117834,NA,24.7191104358736,0.145455071227494,292.977787044312,4.0233905366575,2.75695436863166,30.2798290252686,2,4.644859790802,1,9.289719581604,30.2691917419434,30.2798290252686,30.8530120849609,599.136108398438,588.295227050781,13.9705419540405,15.5558080673218,32.6388740539551,36.3424758911133,499.702026367188,1500.99865722656,416.235778808594,101.084800720215,-0.849422931671143,0.0198363214731216,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0195829478093701,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49851013183594,0.0040233905366575,303.429829025269,303.419191741943,240.15977978826,0.249617759811353,4.32941012715879,42.8294866914942,27.2736786241725,30.274510383606,4.32809040203172,0.143212698560927,1.57245575852713,2.75563464350458,0.0897067345154226,29.6156012188238,0.498011497582697,35.4166671342596,584.702998157833,0.0149728752703611,0,1313.3421324632,0,NA,NA
"1241...6374",86,"13:08:52",5114.50009093713,NA,23.1237510339016,0.14489429029591,310.006792358622,4.00237672451533,2.75306789183346,30.2610492706299,2,4.644859790802,1,9.289719581604,30.2341899871826,30.2610492706299,30.7457542419434,599.08935546875,588.891052246094,13.9712610244751,15.5482501983643,32.7059593200684,36.3976058959961,499.704986572266,1501.09777832031,406.913269042969,101.084297180176,-0.849422931671143,0.0198363214731216,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0183670023890918,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49852493286133,0.00400237672451533,303.41104927063,303.384189987183,240.175639162906,0.252600168430126,4.32475183551664,42.7836168045772,27.2353666062129,30.2476196289062,4.3214233107597,0.142669042326527,1.57168394368318,2.74973936707652,0.0893654412387391,31.336818726652,0.526424694646358,35.4361832078442,585.530664064131,0.0139944417667623,0,1313.42886132735,0,NA,NA
"1271...6375",87,"13:13:45",5407.50009093713,NA,26.0610397823856,0.0933054372486754,312.195356016243,2.63370370269859,2.79876625598974,30.2082061767578,2,4.644859790802,1,9.289719581604,28.384859085083,30.2082061767578,28.588695526123,799.251220703125,787.990295410156,13.9291410446167,14.9674425125122,36.279727935791,38.9840812683105,499.716888427734,1501.80590820312,311.275695800781,101.079483032227,-3.14363980293274,0.0378549955785275,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0205936391279738,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49858444213867,0.00263370370269859,303.358206176758,301.534859085083,240.288939941624,0.408352080443924,4.31166760746905,42.6562095306165,27.6887670181043,29.2965326309204,4.09130083906696,0.0923776016516612,1.5129013514793,2.57839948758766,0.0578186504659706,31.5565451911837,0.396191879309557,33.8274758862681,784.20305475158,0.011241720999021,0,1314.04846002311,0,NA,NA
"1281...6376",88,"13:13:52",5414.00009048916,NA,27.1128047061536,0.0928706911540541,292.501586374929,2.61483235421697,2.79169422189897,30.1770076751709,2,4.644859790802,1,9.289719581604,28.3790168762207,30.1770076751709,28.5974140167236,799.832824707031,788.156005859375,13.9302892684937,14.9612216949463,36.2948532104492,38.9809112548828,499.685760498047,1501.86828613281,304.896087646484,101.078956604004,-3.14363980293274,0.0378549955785275,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.021393150965625,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49842880249023,0.00261483235421697,303.327007675171,301.529016876221,240.29892041015,0.412937764070189,4.30395890034532,42.5801674744913,27.618945779545,29.2780122756958,4.08692789012177,0.0919514391112068,1.51226467844636,2.57466321167542,0.0575515375285602,29.5657551557937,0.371121433067044,33.8761994695105,784.215920689766,0.0117120649577693,0,1314.10303939452,0,NA,NA
"1291...6377",89,"13:13:59",5421.00009000674,NA,27.6177368380196,0.0911864335064653,275.236412840648,2.57661021665397,2.80111430309491,30.2079753875732,2,4.644859790802,1,9.289719581604,28.3654022216797,30.2079753875732,28.5559921264648,800.009765625,788.14306640625,13.9278364181519,14.9437046051025,36.3172492980957,38.9661521911621,499.692016601562,1498.52600097656,302.354431152344,101.0791015625,-3.14363980293274,0.0378549955785275,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0218259637625822,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49846008300781,0.00257661021665397,303.357975387573,301.51540222168,239.764154797103,0.415394140058639,4.31161053859406,42.6558059177849,27.7121013126823,29.2866888046265,4.08897604829073,0.0903000622282289,1.51049623549916,2.57847981279157,0.0565165100739249,27.820649327218,0.349221384507844,33.7569465451986,784.129603523564,0.0118894945676206,0,1311.17861045297,0,NA,NA
"1301...6378",90,"13:14:03",5425.00008973107,NA,27.0200149509776,0.0897596702342155,278.35718466589,2.53807871559376,2.8026946103531,30.2064895629883,2,4.644859790802,1,9.289719581604,28.3437671661377,30.2064895629883,28.4298191070557,799.927124023438,788.312805175781,13.9238214492798,14.9244174957275,36.3525238037109,38.9648971557617,499.742004394531,1498.43444824219,300.961761474609,101.079223632812,-3.14363980293274,0.0378549955785275,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0213714033468686,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49871002197266,0.00253807871559376,303.356489562988,301.493767166138,239.749506359931,0.421164286635768,4.31124314399321,42.6521196844025,27.727702188675,29.275128364563,4.0862473198713,0.0889006888148605,1.5085485336401,2.5776987862312,0.0556394713749746,28.1361281186436,0.353104989337095,33.7046268309592,784.386204392691,0.0116103459722975,0,1311.09850374347,0,NA,NA
"1311...6379",91,"13:14:08",5430.00008938648,NA,26.5286465957793,0.0914322718108332,295.698744562714,2.56769703996662,2.78429170478995,30.1362495422363,2,4.644859790802,1,9.289719581604,28.3043308258057,30.1362495422363,28.3880863189697,799.832458496094,788.40478515625,13.9224815368652,14.93479347229,36.4328994750977,39.081958770752,499.717315673828,1498.37915039062,300.832733154297,101.080375671387,-3.14363980293274,0.0378549955785275,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0209974021516949,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49858657836914,0.00256769703996662,303.286249542236,301.454330825806,239.740658703879,0.417445884705134,4.2939062395436,42.4801175403535,27.5453240680635,29.220290184021,4.07332492178459,0.0905411381356601,1.50961453475365,2.56371038703093,0.0566676050374447,29.8893401859566,0.37505955079168,33.8913086937145,784.549590972001,0.0114599581893874,0,1311.05011929093,0,NA,NA
"1341...6380",92,"13:18:17",5679.00009097159,NA,28.5026876099946,0.0768098294290944,358.505505639196,2.15350183770369,2.77592641706087,30.0127944946289,2,4.644859790802,1,9.289719581604,28.1096649169922,30.0127944946289,28.4399795532227,999.086120605469,986.82763671875,13.8692760467529,14.7185077667236,36.7048606872559,38.9523429870605,499.700012207031,1499.03393554688,294.342102050781,101.073791503906,-5.74265384674072,0.0437671579420567,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0224932672380261,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49850006103516,0.00215350183770369,303.162794494629,301.259664916992,239.845424326537,0.487492299926728,4.26358180232332,42.1828620346011,27.4643542678775,29.0612297058105,4.03604429306843,0.0761799536620918,1.48765538526245,2.54838890780598,0.047668663613248,36.2355107299786,0.363290905422191,33.5350926810266,982.685571079902,0.00972681698795188,0,1311.62304247729,0,NA,NA
"1351...6381",93,"13:18:21",5683.00009069592,NA,29.7488017088394,0.0788469574153134,348.465602457926,2.20257416688874,2.76649064555831,29.9827823638916,2,4.644859790802,1,9.289719581604,28.1093845367432,29.9827823638916,28.4398708343506,999.358703613281,986.581909179688,13.8706789016724,14.7392711639404,36.7090110778809,39.007755279541,499.684356689453,1499.01086425781,296.465728759766,101.073348999023,-5.74265384674072,0.0437671579420567,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0234436831071778,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49842178344727,0.00220257416688874,303.132782363892,301.259384536743,239.841732920369,0.480277702629599,4.25623814390251,42.110389989587,27.3711188256465,29.0460834503174,4.03250987431156,0.0781833721520013,1.48974749834419,2.54276237596737,0.0489237964307389,35.2205854513849,0.353204938399554,33.6629219035592,982.258755832146,0.0101951912640447,0,1311.6028555865,0,NA,NA
"1361...6382",94,"13:18:25",5687.00009042025,NA,30.6120009305379,0.0772693330060575,318.914108942572,2.16556763031145,2.77497821784118,30.0113391876221,2,4.644859790802,1,9.289719581604,28.1095485687256,30.0113391876221,28.4460391998291,999.895263671875,986.78857421875,13.8706026077271,14.7245378494263,36.7081832885742,38.9681015014648,499.728912353516,1499.06958007812,305.798461914062,101.072593688965,-5.74265384674072,0.0437671579420567,0.75,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0241008645349467,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49864456176758,0.00216556763031145,303.161339187622,301.259548568726,239.851127451409,0.48545757707323,4.26322544915403,42.1798362301203,27.455298380694,29.0604438781738,4.03586085169847,0.0766319296870583,1.48824723131285,2.54761362038562,0.0479518177866362,32.2334761548308,0.323183828101232,33.5553988773925,982.339979092363,0.0104566435604952,0,1311.65423068952,0,NA,NA
"1371...6383",95,"13:18:28",5690.50009017903,NA,30.3556339119624,0.0775289604968408,326.475008016055,2.17265549322865,2.77482192997384,30.012170791626,2,4.644859790802,1,9.289719581604,28.1095905303955,30.012170791626,28.4545059204102,1000.08062744141,987.073486328125,13.8712911605835,14.7280187606812,36.7101173400879,38.9774284362793,499.728637695312,1499.052734375,315.980712890625,101.073143005371,-5.74265384674072,0.0437671579420567,0.75,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.023905679972126,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49864318847656,0.00217265549322865,303.162170791626,301.259590530395,239.84843213897,0.484162242217183,4.26342907635795,42.1816216413829,27.4536028807018,29.0608806610107,4.03596281214502,0.0768872843751168,1.48860714638411,2.54735566576091,0.0481117942764586,32.9978551728864,0.330750458337737,33.5639757311128,982.662146952252,0.0103683220431727,0,1311.63949105497,0,NA,NA
"138...6384",96,"13:18:31",5693.50008997228,NA,29.5895260157453,0.0764315763952902,333.735364710955,2.14164784668524,2.77419949165664,30.0043067932129,2,4.644859790802,1,9.289719581604,28.111888885498,30.0043067932129,28.4557132720947,1000.03076171875,987.341369628906,13.8706254959106,14.7151956558228,36.7032699584961,38.938102722168,499.693969726562,1499.03271484375,306.91357421875,101.072685241699,-5.74265384674072,0.0437671579420567,0.75,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0233219072362845,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49846984863281,0.00214164784668524,303.154306793213,301.261888885498,239.845229014041,0.490089156082893,4.26150383044763,42.1627645516385,27.4475688958157,29.0580978393555,4.03531324231376,0.0758078638615372,1.48730433879099,2.54800890352277,0.0474355595789542,33.731529471454,0.338014161035701,33.542168737243,983.041362532852,0.0100961863081524,0,1311.62197438783,0,NA,NA
"1411...6385",97,"13:22:01",5903.00009214319,NA,37.6820282821388,0.0607768298316239,441.950692571654,1.74773989883047,2.84180495014134,30.2091407775879,2,4.644859790802,1,9.289719581604,27.681396484375,30.2091407775879,27.7996597290039,1500.193359375,1484.07531738281,13.8558883666992,14.5451459884644,37.5961875915527,39.4664001464844,499.760528564453,1498.24914550781,283.692321777344,101.071090698242,-13.4818935394287,0.0333772115409374,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0295071745916496,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49880264282227,0.00174773989883047,303.359140777588,300.831396484375,239.719857923094,0.528813156106862,4.31189871956059,42.6620380741135,28.1168920856492,28.9452686309814,4.00905315935743,0.0603817895169872,1.47009376941925,2.53895938993818,0.0377739126365654,44.6684385330606,0.297795325746028,32.5942168895521,1478.59929222037,0.00830661971183477,0,1310.93636776344,0,NA,NA
"1421...6386",98,"13:22:05",5907.00009186752,NA,33.4807272393644,0.0624503592504419,574.873698874779,1.79373609799927,2.8389091163707,30.2050895690918,2,4.644859790802,1,9.289719581604,27.6704120635986,30.2050895690918,27.695032119751,1499.67541503906,1485.20837402344,13.8565053939819,14.5639963150024,37.6217231750488,39.5426292419434,499.684753417969,1498.34606933594,284.427429199219,101.070327758789,-13.4818935394287,0.0333772115409374,0.5,-1.355140209198,7.355140209198,1,0,0.159999996423721,111115,"20190717_rops_cana_.xlsx",2019-07-17,"F10","Robinia pseudo-acacia","ropse",0,0,0,0,NA,NA,0,NA,NA,NA,-1,0.87,0.92,NA,0.874978885650635,0.0263006638805161,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,9.95777130126953,0,0.5,2.49842376708984,0.00179373609799927,303.355089569092,300.820412063599,239.735365735247,0.520467859843552,4.3108969974058,42.6524489728977,28.0884526578953,28.9377508163452,4.00730875655641,0.0620333386664304,1.47198788103509,2.53532087552132,0.0388080889295957,58.1026731651813,0.387066023144916,32.6589885588517,1480.34289004665,0.0073864419872208,0,1311.02117406657,0,NA,NA
