"","Obs","Time","Photo","Cond","Ci","Trmmol","VpdL","Area","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","Status","filename","date","site","species","sppcode","ID"
"256","24","3344.3",6.29,"0.216","236","2.87","1.38","6","1","2.84","28.46","29.97","27.08","299.97","291.39","25.567","28.92","65.33","73.87","500.5","1299","47","99.57","-1.94","0.278","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"266","25","3551",3.28,"0.226","167","2.99","1.37","6","1","2.84","28.48","29.98","27.08","200.01","195.38","25.477","28.96","65","73.88","500.5","1299","47","99.56","-2.52","0.243","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"276","26","3554",3.28,"0.226","167","2.99","1.37","6","1","2.84","28.48","29.97","27.08","200.02","195.38","25.474","28.966","65","73.88","500.6","1299","46","99.56","-2.52","0.243","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"286","27","3876",0.354,"0.252","93.4","3.21","1.33","6","1","2.84","28.39","29.96","26.89","98.72","97.92","25.592","29.326","65.63","75.2","500.5","1299","51","99.56","-2.91","0.264","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"296","28","3879",0.249,"0.252","94.2","3.21","1.33","6","1","2.84","28.4","29.97","26.88","98.67","98","25.6","29.337","65.63","75.21","500.5","1299","55","99.56","-2.91","0.264","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"306","29","4035.5",-1.26,"0.267","57.9","3.37","1.33","6","1","2.84","28.48","30.09","26.88","49.64","50.95","25.782","29.7","65.76","75.76","500.6","1300","114","99.56","-3.15","0.275","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"3110","30","4058",-1.24,"0.269","57.6","3.38","1.32","6","1","2.84","28.48","30.09","26.88","49.58","50.86","25.805","29.737","65.82","75.85","500.6","1300","273","99.56","-3.15","0.275","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"326","31","4391.8",9.79,"0.277","319","3.4","1.29","6","1","2.84","28.3","30.03","26.49","401.32","388","25.932","29.885","66.86","77.06","500.6","1299","66","99.55","-1.66","0.362","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"336","32","4394.8",9.79,"0.277","319","3.4","1.29","6","1","2.84","28.29","30.05","26.49","401.44","387.89","25.931","29.889","66.86","77.06","500.6","1300","67","99.55","-1.66","0.362","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"346","33","4476.3",9.79,"0.261","316","3.28","1.32","6","1","2.84","28.3","30.09","26.49","401.4","388.15","25.968","29.782","66.93","76.76","500.5","1298","77","99.55","-1.63","0.361","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"356","34","4480",9.79,"0.261","316","3.28","1.32","6","1","2.84","28.3","30.09","26.48","401.52","388.22","25.968","29.784","66.93","76.76","500.5","1301","82","99.55","-1.63","0.361","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"366","35","4733.3",13.6,"0.21","460","2.79","1.37","6","1","2.84","28.18","30.11","26.29","600.51","582.26","26.041","29.291","67.62","76.06","500.6","1300","769","99.56","-0.502","0.329","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"376","36","4739.3",13.4,"0.213","463","2.82","1.37","6","1","2.84","28.18","30.1","26.29","600.5","582.45","26.051","29.329","67.64","76.15","500.7","1300","797","99.55","-0.502","0.329","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"386","37","5030.3",15.6,"0.167","605","2.41","1.46","6","1","2.84","28.28","30.36","26.35","799.33","778.43","26.171","28.98","67.53","74.78","500.5","1301","734","99.55","0.0743","0.329","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"396","38","5036.3",15.5,"0.167","605","2.41","1.47","6","1","2.84","28.29","30.37","26.36","799.47","778.59","26.174","28.976","67.51","74.74","500.6","1300","533","99.55","0.0743","0.329","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"406","39","5301.3",16.4,"0.131","747","2","1.53","6","1","2.84","28.34","30.49","26.4","1000.12","978.08","26.271","28.599","67.57","73.56","500.7","1300","179","99.54","1.28","0.322","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"419","40","5304.3",16.4,"0.13","747","1.99","1.54","6","1","2.84","28.33","30.49","26.4","1000.13","978.18","26.274","28.592","67.61","73.58","500.5","1300","200","99.54","1.28","0.322","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"426","41","5863.8",17.1,"0.0657","1020","1.12","1.68","6","1","2.84","28.41","30.7","26.48","1500.69","1478.26","26.375","27.685","67.56","70.92","500.6","1300","311","99.53","4.45","0.298","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"436","42","5868.3",16.9,"0.0647","1020","1.11","1.68","6","1","2.84","28.41","30.71","26.48","1500.66","1478.48","26.383","27.676","67.56","70.87","500.7","1299","243","99.53","4.45","0.298","111115","20200811_WO.xlsx","2020-08-11","J2","Viburnum dilatatum","vidil","vidil-J2-1"
"127","1","1425",4.57,"0.221","350","3.08","1.44","6","1","2.84","29.06","30.04","28.26","401.18","394.24","24.934","28.516","61.42","70.24","500.5","1299","10","99.4","2.26","1.54","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"219","2","1429.5",4.5,"0.22","351","3.07","1.44","6","1","2.84","29.06","30.05","28.26","401.13","394.28","24.938","28.514","61.41","70.22","500.5","1300","7","99.4","2.26","1.54","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"327","3","1535",4.31,"0.201","350","2.81","1.43","6","1","2.84","29.4","29.95","28.84","401.31","394.82","25.037","28.305","60.46","68.35","500.6","1001","6","99.4","2.33","1.54","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"420","4","1538.8",4.31,"0.201","350","2.81","1.43","6","1","2.84","29.41","29.95","28.85","401.27","394.82","25.035","28.314","60.46","68.35","500.7","1001","8","99.4","2.33","1.54","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"57","5","1677",4.34,"0.179","345","2.54","1.45","6","1","2.84","29.76","29.87","29.43","401.51","395.11","25.031","27.987","59.22","66.22","500.8","800","4","99.4","2.28","1.51","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"67","6","1680",4.31,"0.178","346","2.53","1.45","6","1","2.84","29.76","29.87","29.43","401.67","395.31","25.039","27.986","59.22","66.19","500.7","800","3","99.4","2.28","1.51","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"77","7","1919.2",4.07,"0.143","338","1.85","1.3","6","1","2.84","30.34","30.01","30.21","399.48","393.72","27.646","29.798","63.24","68.17","500.7","499","5","99.39","2.18","1.58","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"87","8","1930.4",4.27,"0.142","336","1.85","1.3","6","1","2.84","30.36","30.02","30.2","400.25","394.25","27.646","29.793","63.17","68.08","500.6","499","6","99.39","2.18","1.58","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"97","9","1949.9",4.01,"0.143","340","1.86","1.3","6","1","2.84","30.37","30.03","30.2","400.12","394.44","27.664","29.822","63.18","68.11","500.6","499","6","99.39","2.18","1.58","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"107","10","2146.8",4,"0.137","338","1.78","1.31","6","1","2.84","30.77","30.03","30.79","400.47","394.83","27.712","29.782","61.87","66.49","500.8","301","5","99.39","2.18","1.6","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"1111","11","2152",4.01,"0.136","338","1.78","1.31","6","1","2.84","30.78","30.05","30.79","400.39","394.74","27.715","29.784","61.84","66.45","500.3","302","5","99.39","2.18","1.6","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"128","12","2309.3",3.96,"0.132","337","1.73","1.31","6","1","2.84","30.75","30.07","30.59","400.37","394.8","27.869","29.879","62.28","66.77","500.7","199","5","99.39","2.02","1.61","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"137","13","2313",3.96,"0.132","337","1.73","1.31","6","1","2.84","30.75","30.08","30.59","400.35","394.79","27.867","29.865","62.28","66.77","500.6","199","5","99.39","2.02","1.61","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"147","14","2562.5",3.4,"0.115","339","1.52","1.32","6","1","2.84","30.78","30.11","30.59","400.43","395.63","28.117","29.89","62.73","66.69","500.4","100","5","99.38","2.1","1.62","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"157","15","2564",3.4,"0.115","339","1.52","1.32","6","1","2.84","30.78","30.11","30.59","400.41","395.62","28.118","29.889","62.73","66.69","500.7","99","5","99.38","2.1","1.62","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"167","16","2785.8",2.13,"0.0935","352","1.25","1.32","6","1","2.84","30.54","30.04","30.2","400.41","397.27","28.251","29.701","63.88","67.16","500.6","50","4","99.39","1.95","1.61","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"177","17","2790.3",2.14,"0.0934","351","1.25","1.32","6","1","2.84","30.55","30.04","30.2","400.5","397.35","28.247","29.695","63.86","67.14","500.6","50","2","99.39","1.95","1.61","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"187","18","3042.8",0.794,"0.074","373","1.02","1.35","6","1","2.84","30.44","30.06","30.01","400.7","399.27","28.216","29.4","64.17","66.86","500.7","19","12","99.38","2.08","1.61","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"197","19","3048",0.802,"0.0732","373","1.01","1.35","6","1","2.84","30.45","30.06","30","400.62","399.17","28.216","29.389","64.15","66.82","500.8","19","13","99.38","2.08","1.61","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"207","20","3259.3",-0.257,"0.062","398","0.87","1.37","6","1","2.84","30.33","30.08","29.81","400.81","400.7","28.237","29.249","64.63","66.94","500.6","0","34","99.37","1.95","1.61","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"2110","21","3264.5",-0.229,"0.0619","398","0.871","1.38","6","1","2.84","30.34","30.1","29.82","400.95","400.8","28.241","29.254","64.6","66.92","500.8","1","34","99.37","1.95","1.61","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"235","1","268.5",5.79,"0.13","313","1.38","1.07","6","1","2.84","29.68","29.97","29.23","400.77","393.17","30.375","31.984","72.33","76.16","499.7","1301","20","99.6","0.0988","0.132","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"247","2","273",5.82,"0.13","312","1.38","1.07","6","1","2.84","29.68","29.97","29.21","400.85","393.2","30.37","31.973","72.33","76.15","499.6","1301","20","99.6","0.0988","0.132","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"257","3","534.3",4.02,"0.142","242","1.49","1.05","6","1","2.84","29.79","30.01","29.42","299.64","294.28","30.474","32.205","72.11","76.21","499.8","1299","21","99.6","-0.638","0.17","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"267","4","538.8",4.14,"0.141","241","1.48","1.05","6","1","2.84","29.79","30.01","29.44","299.66","294.17","30.477","32.197","72.12","76.19","499.6","1300","21","99.6","-0.638","0.17","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"277","5","787.5",2.36,"0.158","168","1.62","1.04","6","1","2.84","29.81","30.05","29.44","199.34","196.12","30.587","32.468","72.31","76.76","499.7","1300","31","99.6","-1.23","0.181","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"287","6","789.8",2.43,"0.158","167","1.62","1.04","6","1","2.84","29.8","30.05","29.43","199.4","196.1","30.592","32.476","72.34","76.79","499.7","1301","33","99.59","-1.23","0.181","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"297","7","1195.8",0.376,"0.188","94.5","1.8","0.978","6","1","2.84","29.74","30.06","29.23","100.16","99.49","31.006","33.099","73.58","78.55","499.6","1299","21","99.6","-1.52","0.22","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"307","8","1200.3",0.394,"0.188","94.4","1.81","0.981","6","1","2.84","29.74","30.08","29.23","100.19","99.5","31.013","33.11","73.59","78.57","499.8","1300","21","99.6","-1.52","0.22","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"3111","9","1554.8",-0.487,"0.207","53.6","1.89","0.942","6","1","2.84","29.81","30.03","29.43","49.92","50.39","31.196","33.394","73.74","78.93","499.7","1301","21","99.6","-1.89","0.251","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"328","10","1560",-0.444,"0.206","53.2","1.89","0.943","6","1","2.84","29.81","30.04","29.43","49.89","50.31","31.199","33.397","73.73","78.93","499.4","1300","21","99.6","-1.89","0.251","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"337","11","1846.5",5.98,"0.221","341","1.96","0.917","6","1","2.84","29.74","30.03","29.23","401.32","393.22","31.378","33.652","74.44","79.84","499.6","1301","21","99.6","-0.153","0.278","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"347","12","1852.5",6.05,"0.22","341","1.96","0.918","6","1","2.84","29.75","30.04","29.23","401.39","393.2","31.383","33.655","74.45","79.84","499.9","1300","22","99.6","-0.153","0.278","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"357","13","1857",5.99,"0.221","341","1.96","0.915","6","1","2.84","29.75","30.03","29.23","401.35","393.23","31.392","33.665","74.46","79.85","499.7","1300","22","99.6","-0.153","0.278","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"367","14","1860.8",6.12,"0.219","340","1.95","0.921","6","1","2.84","29.75","30.05","29.23","401.38","393.11","31.396","33.662","74.46","79.84","499.8","1300","21","99.6","-0.153","0.278","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"377","15","2541.5",8.35,"0.209","509","2.38","1.17","6","1","2.84","29.73","30.1","29.18","599.69","587.99","28.491","31.255","67.65","74.21","499.8","1300","22","99.59","1.06","0.261","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"387","16","2550.5",8.29,"0.207","509","2.36","1.17","6","1","2.84","29.68","30.09","28.99","599.6","587.98","28.488","31.234","67.81","74.35","499.7","1300","22","99.59","1.06","0.261","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"397","17","2787",9.11,"0.187","691","2.12","1.16","6","1","2.84","29.38","29.98","28.65","800.41","787.47","28.662","31.129","69.41","75.38","499.6","1300","22","99.58","2.43","0.276","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"407","18","2793",9.22,"0.189","691","2.13","1.15","6","1","2.84","29.38","29.97","28.64","800.46","787.39","28.659","31.133","69.42","75.41","499.8","1300","22","99.58","2.43","0.276","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"4110","19","3107.3",9.7,"0.156","864","1.86","1.2","6","1","2.84","29.4","30.07","28.65","1000.19","986.35","28.734","30.893","69.52","74.74","499.9","1298","23","99.58","3.67","0.282","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"427","20","3111.8",9.55,"0.155","865","1.84","1.2","6","1","2.84","29.41","30.05","28.64","1000.08","986.43","28.729","30.874","69.48","74.66","499.7","1299","22","99.57","3.67","0.282","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"437","21","3447.8",10.2,"0.137","1330","1.66","1.22","6","1","2.84","29.39","30.04","28.64","1500.21","1485","28.706","30.643","69.5","74.19","499.7","1300","25","99.58","6.82","0.296","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"444","22","3456",10.1,"0.137","1330","1.67","1.22","6","1","2.84","29.4","30.07","28.65","1500.16","1485.03","28.709","30.654","69.47","74.18","499.9","1300","24","99.58","6.82","0.296","111115","20200821_SO.xlsx","2020-08-21","J2","Celastrus orbiculatus","ceorb","ceorb-J2-1"
"129","23","7755.3",5.93,"0.172","326","2.44","1.45","6","1","2.84","28.93","30.13","27.86","401.05","392.78","25.657","28.506","63.93","71.03","499.7","1299","56","99.79","0.277","0.236","111115","20200821_VM.xlsx","2020-08-21","J22","Rosa multiflora","romul","romul-J22-1"
"220","24","7762.8",6.04,"0.173","325","2.46","1.45","6","1","2.84","28.93","30.13","27.86","401.12","392.7","25.643","28.513","63.89","71.04","499.6","1299","46","99.79","0.277","0.236","111115","20200821_VM.xlsx","2020-08-21","J22","Rosa multiflora","romul","romul-J22-1"
"329","25","8009.8",4.25,"0.187","250","2.55","1.4","6","1","2.84","28.84","29.93","27.88","300.76","294.75","25.496","28.474","63.83","71.29","499.7","1300","38","99.78","-0.196","0.245","111115","20200821_VM.xlsx","2020-08-21","J22","Rosa multiflora","romul","romul-J22-1"
"428","26","8012.8",4.25,"0.187","250","2.55","1.4","6","1","2.84","28.84","29.94","27.86","300.76","294.8","25.493","28.469","63.83","71.29","499.6","1300","39","99.79","-0.196","0.245","111115","20200821_VM.xlsx","2020-08-21","J22","Rosa multiflora","romul","romul-J22-1"
"58","27","8190.8",2.61,"0.193","168","2.67","1.42","6","1","2.84","28.89","30.01","27.86","199.07","195.31","25.362","28.477","63.31","71.09","499.6","1299","54","99.78","-0.83","0.238","111115","20200821_VM.xlsx","2020-08-21","J22","Rosa multiflora","romul","romul-J22-1"
"68","28","8196",2.53,"0.194","169","2.67","1.42","6","1","2.84","28.89","30","27.85","199.01","195.34","25.36","28.48","63.32","71.11","499.7","1299","53","99.78","-0.83","0.238","111115","20200821_VM.xlsx","2020-08-21","J22","Rosa multiflora","romul","romul-J22-1"
"78","29","8466.3",0.68,"0.205","91","2.83","1.43","6","1","2.84","28.91","30.03","27.86","100.02","98.87","25.196","28.494","62.83","71.06","499.6","1300","33","99.77","-1.33","0.231","111115","20200821_VM.xlsx","2020-08-21","J22","Rosa multiflora","romul","romul-J22-1"
